text,community_id,community_name,perplexity
"meditation , especially when done with pranayam , increases the circulation of oxygen to the brain , refreshes the mind , provides relief from stress and anxiety . saint gurmeet ram rahim ji",13,Healthy lifestyle and Weight Loss,2.968924661672645e-07
"bagi yang sudah bergelambir , kulit bisa mengencang kembali dengan cara sama yaitu latihan beban juga kata * mas ade rai * dalam video di atas .",4,Healthy lifestyle and Weight Loss,6.683391262640725e-08
"due to today fast paced life , people easily become a victim of stress , to avoid this , saintdrmsg suggests that do meditation with pranayama , which wil keep you stress-free , willpower wil also increase , so that you wil not become a victim of depression & ; you wil able 2",13,Healthy lifestyle and Weight Loss,1.0435104741191026e-05
visit `` for delicious ways to use high on life superfoods products like this super easy avocado mousse ! highonlifesuperfoods superfoods fitness healthyrecipes health healthyeating protein energy paleo keto,4,Healthy lifestyle and Weight Loss,1.7930615570094233e-07
keto tiramisu no-bake cheesecake is so easy to make and so delicious youll be remaking it often ! it the easiest keto tiramisu cheesecake and it a no-bake keto dessert !,4,Healthy lifestyle and Weight Loss,3.9111526461965695e-08
"we become what we think ! and we think as per what we eat ! so , keeping discipline at starting might be hard but once hormones take over , it is smooth as a butter . thats what nutrition do to your body . it keeps us human !",4,Healthy lifestyle and Weight Loss,6.888354420198084e-08
"where chemicals are being used indiscriminately in the race to get more crops everywhere . then in such a situation , saint gurmeet ram rahim ji tells that we should take the help of pranayama and meditation . by which we can make body and soul healthy .",13,Healthy lifestyle and Weight Loss,2.910781768150628e-05
difference between liposuction & ; bariatric surgery by dr.tahir yunus . . . . . . . contact us dr. tahir yunus 0308 0855520 website email info.com,4,Healthy lifestyle and Weight Loss,1.4340846732352476e-08
"`` i asked him , `` what about eating one meal every three days ? '' he said `` you will never be sick if you eat once every 72 hours . '' this is about 2 meals every 6 days , which would extend our lives to a span of 1,000 years",4,Healthy lifestyle and Weight Loss,1.3338424196263077e-06
"i chose to toast the pecans separately and then sprinkle them over the top after i baked this keto pumpkin pie , rather than adding them to the top during baking as ive seen done before with nut toppings .",4,Healthy lifestyle and Weight Loss,8.268322915228055e-09
"take the time to prioritize your physical and mental wellbeing , so you can experience a healthier and happier life.saint gurmeet ram rahim ji suggests that a meditative practice and pranayama coupled with mindful eating habits , are the keys to healthy body .",13,Healthy lifestyle and Weight Loss,2.910781768150628e-05
day 14 ate a lot of shit todaycrisps are my nemesis ! i hit another 45km this evening . not too taxing but burned another 888 cals ! aiming for 150km for the week with a decent ride tomorrow ! whats nemesis ?,4,Healthy lifestyle and Weight Loss,1.0620286872153885e-07
"it works ! try this diet and spray . it works ! see my review for the cura romana weightloss plan by leslie kenton . but long story short , i lost 15lbs of fat in under 3 weeks and have n't felt so good in y",4,Healthy lifestyle and Weight Loss,2.6909600592262e-07
"keto powerflax chocolate chip waffles ! keto powerflax waffles for weightloss and diabetics ! each 130 g waffle has only 2.5 g net carbs , 13 g fiber , 5 g omega 3 and 30 g protein . our proprietary keto powerflax baking mix is available to all bakeries .",4,Healthy lifestyle and Weight Loss,1.1300455753371352e-06
"vampires suck but you do n't have to by `` . 'heres a little `` first-aid '' book for handling the emotional vampires in your life ! theyre the friends , family members & ; coworkers who leave you feeling drained ! ' selfhelp health",4,Healthy lifestyle and Weight Loss,7.364708949353371e-07
"apple cider vinegar capsules with mother 1600mg- 120 vegan acv pills- best supplement for healthy weight loss diet keto , digestion detox immune powerful cleanser & ; appetite suppressant non-gmo `` in search of great products . ''",4,Healthy lifestyle and Weight Loss,2.1078564316212578e-07
visit `` for delicious ways to use high on life superfoods products like this super easy avocado mousse ! superfoods fitness healthyrecipes recipes health healthyeating protein energy paleo keto,4,Healthy lifestyle and Weight Loss,1.4982026286247674e-08
"one way to help reduce attacks , is to regiment your life . go to bed and wake up at the same time . get some sunlight in the morning . eat / at least 80 % of the time take scheduled time to reduce stress take time for yourself",4,Healthy lifestyle and Weight Loss,9.62637756174445e-08
"kitu super espresso , iced keto coffee cans ( 0g added sugar , 5g protein , 35 calories ) [ variety pack ] 6 fl oz , 12 pack | iced coffee , canned coffee from the super coffee family",4,Healthy lifestyle and Weight Loss,1.6333617125496858e-08
"if you want to live a healthy and happy life , then practice pranayama as well as meditation daily , inculcate good eating habits , good habits are the key to good health . inspiration source saint gurmeet ram rahim ji",13,Healthy lifestyle and Weight Loss,3.937404642329057e-07
so many of us across the country supporting each other but never met . the consultants have there ball how about for us members ? do you think we could do for the members ? i have lot of contacts in entertainment & ; could also,4,Healthy lifestyle and Weight Loss,1.8561831183205868e-08
"`` the first happiness is a healthy body '' if our body is healthy then we can live every moment of life well , so we should do meditation everyday to keep ourselves healthy physically and mentally . saint gurmeet ram rahim ji",13,Healthy lifestyle and Weight Loss,3.937404642329057e-07
"simple food for a healthy life . i usually have this on a rice cracker of thin rye bread . avocado , strawberry mini tomatoes , water melon , pomegranate and feta cheese . delicious and nutritious .",4,Healthy lifestyle and Weight Loss,6.766672555613695e-09
"getting more good fats in your diet does n't have to be cringe-worthy ! citrusy wired oil blend from `` tastes amazing in shakes , on salads or straight from the bottle ! highonlife superfoods healthfood ketone goodfats oils",4,Healthy lifestyle and Weight Loss,5.966950880065269e-07
"thinking about going but have no idea how to start ? i 've lost 35+ inches and 30 lbs since going keto ! ! i created this free ebook to help you get rolling with all my best tips , recipes , + links to my daily fav products and more ! click here",4,Healthy lifestyle and Weight Loss,5.632304578284675e-07
"robby robinson said he didnt really eat carbs just fatty steak 4 x per day . i think a lot of old school bodybuilders were basically default keto diet as they all used very low carb and high fat . less carbs , less fiber , less insulin = less bloating .",17,Healthy lifestyle and Weight Loss,1.5870359675318468e-06
"deficiencies in certain minerals & ; vitamins can affect mental health in a variety of ways . if think may be deficient in a particular nutrient , it a good idea to speak with a healthcare professional to discuss supplementation or dietary changes .",4,Healthy lifestyle and Weight Loss,1.830266249669421e-08
is a monthly subscription box service where each month you receive 10+ keto/low carb snacks to help you stay on track with your keto journey . the snacks change each month but are always delicious and a great way to skip the store .,4,Healthy lifestyle and Weight Loss,5.1280785839935574e-08
"our diet affects our entire body system a lot , take protein nd vitamin c rich diet , as we know that a strong immune system is necessary for our well-being , so adopt healthy tips from guru ji for strong immune system and saint gurmeet ram rahim ji",13,Healthy lifestyle and Weight Loss,1.6634523490210995e-05
"here my pf3-2-1 intermittent program i break my fast w/ rolled oats & ; flaxseed . also , i drink plenty of water ( approx . 2 liters or 67oz ) week 1 3 days 12hrs ex . mon , tue , wed week 2 2 days 16hrs ex . mon , tue week 3 1 day 24hrs ex . mon",4,Healthy lifestyle and Weight Loss,1.4879931313771522e-06
the steps you can take to ( literally ) fight flabby arms hereditary conditions do n't let your hereditary conditions define you fight back and take control of your health with these easy steps you can take to combat flabby arms .,4,Healthy lifestyle and Weight Loss,1.565366325451123e-08
"is 100 % all natural.vegetarian.non-gmo . gluten free . it has no added fillers , preservatives , artificial colors or stimulants of any kind . and it is proven to be 100 % completely safe and has zero side effects .",4,Healthy lifestyle and Weight Loss,4.957350370204949e-07
"customers worldwide free shipping and free promotions such as buy 2 get 1 free and buy 3 get 2 free.its formula is made in the usa suitable for vegans and vegetarians soy , gluten and dairy free",4,Healthy lifestyle and Weight Loss,6.457345769206313e-09
"you dont have to overhaul your entire life overnight . a couple of small changes can steer you in the direction of improved well-being . and once you make one change , that success can motivate you to continue to make more positive shifts .",13,Healthy lifestyle and Weight Loss,4.7512902057178514e-08
"i checked up my kids in the hospital , i just check my blood sugar , yes finally 51 . and than nurse calling the doctor , she said , i have to go to emergency room . hey for what ? they pull me , i rejected ! i said i 'm keto ! they look so confused than i try to explain one by one",4,Healthy lifestyle and Weight Loss,4.424326220942021e-07
"protein is the most important nutrient for weight reduction.a high protein along with fiber and good fat intake boosts metabolism , builds lean muscle . crash diets are always less in protein , reduce lean muscle mass & ; immunity , damage skin and hair .",4,Healthy lifestyle and Weight Loss,7.88773704130108e-08
"the simpler the food , the less our thoughts are agitated . fried food causes obesity and diseases . saint gurmeet ram rahim ji tells that to keep your body fit and soul healthy , take simple food and practice the method of meditation along with pranayama .",13,Healthy lifestyle and Weight Loss,2.0584163848980097e-06
"fitness is very important for body . saint gurmeet ram rahim ji explains that along with meditation and pranayama , good eating habits are the keys to good health.millions of people are living a peaceful and healthy life by following the suggestions given by msg",13,Healthy lifestyle and Weight Loss,2.458847632169636e-07
"ready to kickstart your journey ? it as easy as 1-2-3 get your custom plan by telling a bit about yourself review the plan right away . follow the plan , which includes a detailed list of what to eat , when to eat it , and even recipes",4,Healthy lifestyle and Weight Loss,4.332384833105607e-07
"5 ways to lose after 50 whether youve always battled the bulge , or since your last birthday , its true that age can have a lot to do with . youre simply more susceptible to gaining it once you hit the big 5-0 , and it harder to lose .",4,Healthy lifestyle and Weight Loss,4.2342534811723453e-07
"if you dont have a glass or ceramic pan , you can also use a metal one , but be advised that the cake will bake more quickly , so be sure to test for doneness starting at the 35 minute mark .",4,Healthy lifestyle and Weight Loss,1.5682173781783604e-08
"fit father programme for the busy father by men health experts lose belly fat and gain fitness for confidential consultation with tests call 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm aculaser weightloss clinic , 3rd parklands avenue , nairobi , kenya .",4,Healthy lifestyle and Weight Loss,1.8017000229519908e-06
"do n't just stick to your strength training program of 6-8 reps , yes getting stronger is important . venture into muscle growth rep ranges ( 8-12 ) every now and then . its important to mix things up and not plateau",4,Healthy lifestyle and Weight Loss,3.783733149020918e-08
"self-control the ability to regulate & ; alter your responses in order to avoid undesirable behaviours , increase desirable ones , and achieve long-term goals swipe to see why it is important and what you can do",4,Healthy lifestyle and Weight Loss,1.2761607770528371e-08
"'author `` has done it once again .. without question , a page turning self-help book that is as entertaining as it is enlightening . ' free on kindleunlimited . iartg asmsg kindle ebooks stressmanagement healthyliving mentalhealth",4,Healthy lifestyle and Weight Loss,9.391934554514592e-07
lets talk about body positivity body positivity movement is inspiring people worldwide to love their bodies as they are . love your body because you only have one . celebrate the beauty of women that comes in all shapes and sizes,4,Healthy lifestyle and Weight Loss,9.715780180385993e-09
"okay i need some fucking help rq . three months ago i was a fat fuck ( my height was 1.75m , do n't know what that is in feet , since i am not murrican ) and weighed around 80 kg now i weigh 59 kg , still rapidly losing weight tf is happening to me",4,Healthy lifestyle and Weight Loss,1.8422532548356685e-06
"did you know that chronic can potentially lead to serious conditions with negative impacts on the nervous , cardiovascular , respiratory , digestive , metabolic , and endocrine systems . call us today to find out how we can help you worry less and live more !",13,Healthy lifestyle and Weight Loss,7.734642792911472e-08
still struggling ? slim down swiftly and safely . call sws ( swift weightloss system ) clinic for confidential consultation with tests call on 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm .,4,Healthy lifestyle and Weight Loss,1.931194191229224e-07
mean what you say and say what you mean do n't make your word meaningless by skimping on your vows so click the link below and fill out the free quiz to access your customised keto diet be a doer not a talker,4,Healthy lifestyle and Weight Loss,5.814455406039089e-08
"a ketogenic diet , or `` keto '' for short , is a low-carb , high-fat diet that has been shown to help people lose weight . if you want to get the best fresh new keto recipes check out the bio link",4,Healthy lifestyle and Weight Loss,3.60059686954628e-07
"'author `` has done it once again .... without question , a page turning self-help book that is as entertaining as it is enlightening . ' on . iartg asmsg kindle books ebooks stressmanagement healthyliving mentalhealth",4,Healthy lifestyle and Weight Loss,3.0022030728105165e-07
"fitness is very important for the body and mental health , if the body is fit then the body will remain healthy . in today time , lakhs of people are adopting the health tips given by saint ji and leading a healthy life .",13,Healthy lifestyle and Weight Loss,4.006128335731773e-07
"keho keto vegan savory snack | whole 30 | meal replacement | plant based | gluten free | low carb | paleo | all natural | high fiber | no sugar added | variety , 12 pack",4,Healthy lifestyle and Weight Loss,9.99801397227884e-09
"choose healthier ~ usually when you go to a fast food restaurant , you 're not thinking about healthy foods . if you have n't already , then make a decision to try their healthier options . it might become a better habit .",4,Healthy lifestyle and Weight Loss,2.0432548097915063e-08
"heres to 25 thanking god for another amazing year a year ago today i posted on here ( left pic here , swipe for the actual post ) and i wasnt wrong . i knew 24 would be life changing for me and transformative",4,Healthy lifestyle and Weight Loss,2.4503069795400734e-08
snack & ; shake inspiration from `` . delicious and easy chocolate-chai protein balls . eating healthy does n't have to be difficult ! proteinballs vegan protein vegetarian healthysnacks paleo keto healthyeating,4,Healthy lifestyle and Weight Loss,1.8438752746874343e-08
"only in australia do we love to panic at about covid . thankfully there is an off option for all australian media . they are not interested in other health issues , including the dire status of diabetes medication ozempic availability",4,Healthy lifestyle and Weight Loss,8.637719872695016e-09
"is there & ; doing that in body burns fat for fuel.v usually eat bread pasta rice cereals & ; potatoes.they r simple carbs . restricts foods high in simple carbs & ; replaces with foods high in fat & ; complex carbs . as such , body finds new fuel source called ketosis",4,Healthy lifestyle and Weight Loss,1.69435895713832e-06
"getting more good fats in your diet does n't have to be cringe-worthy ! citrusy wired oil blend from `` tastes amazing in shakes , on salads or straight from the bottle ! highonlife superfoods healthfood ketone goodfats oils",4,Healthy lifestyle and Weight Loss,3.569896023236652e-07
take healthy and nutritious diet daily . they make our body fit and healthy . saint gurmreet ram rahim ji said that if we eat good things then we think also good .,13,Healthy lifestyle and Weight Loss,2.038986934849163e-07
n/a spinning -bungs -radfahren fitness sport home bicicleta sthetische sportfahrradausrstung smart led silent bicycle innenraum bodybuilding ( farbe schwarz ),4,Healthy lifestyle and Weight Loss,8.952644847681768e-09
"your weight loss plan will always trick you into believing to opt for a low-calorie diet . however , in that process , you might end up landing into a calorie deficit . an expert explains the concept .",4,Healthy lifestyle and Weight Loss,1.996090226441538e-08
"fitness is very very important for our body . do exercise , jogging and yoga daily , it will keep you disease free and stress free saint gurmeet ram rahim ji",13,Healthy lifestyle and Weight Loss,2.2574402791519788e-08
visit `` for delicious ways to use high on life superfoods products like this super easy avocado mousse ! highonlifesuperfoods fitness recipes health vegan healthyeating protein energy paleo keto,4,Healthy lifestyle and Weight Loss,2.790003073016578e-08
"stop wasting money on takeout meals ! get healthier , tastier meals 60 % off ( as low as $ 3.89/meal ) . choose from over 500 meals ( balance , low carb / keto , vegetarian , mediterranean ) . no long-term commitments , cancel any time . order before next monday deadline . get started today !",4,Healthy lifestyle and Weight Loss,2.157751168851973e-06
let be honestyou 're going to need a snack before you step foot in that haunted house . hungry squirrel has you covered with last-minute halloween snacks that are easy to throw together ! enjoy our recipes with hungry squirrel keto tomato ketchup ! recipe,4,Healthy lifestyle and Weight Loss,9.510961973546729e-08
"he suggests that a meditative practice and pranayama coupled with mindful eating habits , are the keys to healthy body . millions of people have been able to achieve a peaceful life and a better quality of life by following the suggestions given by guruji .",13,Healthy lifestyle and Weight Loss,1.0280702866793945e-07
lifestyle risk factors unhealthy diet . the foods you eat affect your health . not enough exercise . being physically active is good for your heart and brain . unhealthy weight . smoking & ; too much alcohol . stress .,13,Healthy lifestyle and Weight Loss,1.6823328508053237e-08
jeans fitting a little tighter ? getting winded walking up stairs ? a little more jiggly than youd like to be ? do these questions make you feel some kinda way ? wan na change that ? shoot me a message with the word boss,4,Healthy lifestyle and Weight Loss,3.4429604056640535e-08
"fit father programme for the busy father by men health experts lose belly fat and gain fitness for confidential consultation with tests call 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm aculaser weightloss clinic , 3rd parklands avenue , nairobi , kenya .",4,Healthy lifestyle and Weight Loss,8.32677017115202e-07
la gluconeogenesis .. es formar glucosa ( azcar ) a partir de sus propios productos de descomposicin o de los productos de descomposicin de los lpidos ( grasas ) o las protenas . se manifiesta en clulas del hgado o el rin .. se efectua en ayunos prolongados o en dietas keto .,4,Healthy lifestyle and Weight Loss,1.062496153281245e-06
visit `` for delicious ways to use high on life superfoods products like this super easy avocado mousse ! highonlifesuperfoods superfoods fitness recipes health vegan protein energy paleo keto,4,Healthy lifestyle and Weight Loss,1.971669050249148e-08
"workout completed 8am fasted interval training . interval setting 8-13 149cal db hammer db bent row db incline press db skull crusher 30 min cardio enhance halotestin 5mg , winstrol 10mg",4,Healthy lifestyle and Weight Loss,9.334864436993941e-09
"we should always take out time to maintain our physical & ; mental health . to stay fit saint gurmeet ram rahim ji suggests that a meditative practice with pranayama coupled with proper eating habits , are the keys to healthy body .",13,Healthy lifestyle and Weight Loss,7.221305509119702e-07
want to lose weight but do n't know where to start ? our program is designed for beginners and provides all the support and guidance you need . me at +91-9431258129 satyendra_kumar_akela,4,Healthy lifestyle and Weight Loss,6.960770804198546e-08
snack & ; shake inspiration from `` . delicious and easy chocolate-chai protein balls . eating healthy does n't have to be difficult ! proteinballs vegan protein vegetarian healthysnacks paleo keto healthyeating,4,Healthy lifestyle and Weight Loss,3.6578260420583326e-08
still struggling ? slim down swiftly and safely . call sws ( swift weightloss system ) clinic for confidential consultation with tests call on 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm .,4,Healthy lifestyle and Weight Loss,1.747986146938274e-07
our health should be our top priority . take the time to prioritize your physical and mental wellbeing . saint gurmeet ram rahim ji has all the answers . he suggests meditative practice and pranayama are the keys to healthy body .,13,Healthy lifestyle and Weight Loss,1.6078350881798542e-06
"the holiday season can be a hectic and stressful time of year , but with some simple tips and strategies for success , you can have a joyful holiday season while still hitting your goals ! check out our blog for more !",4,Healthy lifestyle and Weight Loss,1.1797988364037336e-08
one-a-day formula designed for real women who dont have time to mess around . which is why we made totally faff-free and super easy to use . just take one capsule a day . thats it . learn more about trimtone by clicking,4,Healthy lifestyle and Weight Loss,1.70487595596569e-07
visit `` for delicious ways to use high on life superfoods products like this super easy avocado mousse ! highonlifesuperfoods superfoods fitness recipes health vegan protein energy paleo keto,4,Healthy lifestyle and Weight Loss,2.1895100843494223e-08
"today we celebrate national gluten free day . there are some key differences between a gluten free diet and a keto diet , but you will find when you go keto there wo n't be much gluten in your life . taking gluten out of our diet has helped our gut health in numerous ways .",4,Healthy lifestyle and Weight Loss,2.157168864869164e-06
"only g says about many tips for our better life . also million of people are adopted these things in our life like do meditation daily , eat only veg food , exercise also these things if you can do so can chnge lyf .",13,Healthy lifestyle and Weight Loss,7.221305509119702e-07
"so , with 41 days left for the new year i wanted to continue the strike of no sugar . but , this time i want to focus on weight loss . hence i am adding few more items to the to-do list of 14-10 . let me record daily",4,Healthy lifestyle and Weight Loss,1.660527999547412e-07
"bioemblem triple magnesium complex | 300mg of magnesium glycinate , malate , & ; citrate for muscles , sleep , calm , & ; energy | high absorption | vegan , non-gmo | 90 capsules",4,Healthy lifestyle and Weight Loss,2.8102553173425804e-08
"staying active has many important benefits . you may be following a health-boosting diet like low-carb or , but are you incorporating regular ? walking , jogging , lifting weights , hiit , and yoga are just some of the best types of exercise .",4,Healthy lifestyle and Weight Loss,1.509926477183399e-07
"this low carb roasted chicken and carrots recipe makes a quick , easy and healthy dinner in one pan . chicken breasts and carrots coated with a spicy garlic sauce and then roasted to perfection so simple and so delicious ! free keto diet recipes",4,Healthy lifestyle and Weight Loss,1.83609838444454e-08
visit `` for delicious ways to use high on life superfoods products like this super easy avocado mousse ! highonlifesuperfoods superfoods fitness healthyrecipes health healthyeating protein energy paleo keto,4,Healthy lifestyle and Weight Loss,5.4980272778948354e-08
when it comes to healthy living we all can follow the tips of guruji such as doing meditation and practice pranayama between couples with mindful eating habits are the keys to healthy living . saint gurmeet ram rahim ji,13,Healthy lifestyle and Weight Loss,2.928280764535885e-07
"many are jumping on diet . however , most do it wrong way . on weekend , i will share how a low carb diet , when done wrongly is actually linked to increased risk of , etc & ; how to do it correct way based on research .",4,Healthy lifestyle and Weight Loss,1.1417476031283513e-07
"ketosis is amazing , but trying to achieve it isnt always easy . many ketogenic ingredients can be unpalatable , can cause gastric issues , require deep pockets or , simply dont work that well . meet the new keto ingredient you 've been waiting for avela .",4,Healthy lifestyle and Weight Loss,2.883926697450079e-07
"are you new to keto ? although there is a lot to learn , you can take your keto journey step-by-step and day-by-day and still find great success . dont let information overload keep you from taking action for your health .",4,Healthy lifestyle and Weight Loss,1.6441572370240465e-07
snack & ; shake inspiration from `` . delicious and easy to make chocolate-chai protein balls . eating healthy does n't have to be difficult ! proteinballs vegan protein healthysnacks paleo keto healthyeating,4,Healthy lifestyle and Weight Loss,9.129795586204636e-09
"the simpler the food , the less our thoughts are agitated . fried food causes obesity and diseases . saint gurmeet ram rahim ji tells that to keep your body fit and soul healthy , take simple food and practice the method of meditation along with pranayama .",13,Healthy lifestyle and Weight Loss,1.542575432722515e-06
