text,community_id,community_name,perplexity
"it not just to hype on twitter , go and patronize the brand no matter how little . we are not called odogwu fanbase for mouth phyna x spedy weightloss congratulations phyna",14,Spam,1.0673750772127732e-08
blessed child phyna x spedy weightloss congratulations phyna,14,Spam,2.223337439003357e-26
"colonoscopic image of the cecum of a 70yr old patient with weightloss and anemia a what is the likely diagnosis b name five differentials of a right iliac fossa mass c if histology comes back as adenocarcinoma , how would you stage ? d what operation would you offer ?",11,Spam,1.0561850558588048e-06
"you need extra salt intake if 1 . you are on a low carb diets ( diabetes , hypertension , fatty liver and weightloss ) 2.if you do 1-2 meals daily 3.if you have gut issues ( ulcer , leaky guts , pile , haemorhoids 4 . if you are an athlete 5 . read number 1 again slowly",11,Spam,1.1010650950993297e-06
oma manuel mohr . if you love huge boobs you are in the right place ! 1670155499 .,12,Spam,7.570864338820715e-15
factors that may impair an elderly person vision 1 . stress 2 . menopause for women 3 . illness 4 . specific way of living,11,Spam,2.2328375314049215e-13
"discount 38 % off kos vegan protein powder , chocolate low carb pea protein blend plant based protein powder usda organic , keto , gluten , soy & ; dairy free",11,Spam,5.907963007700801e-10
location is not a barrier guys it can be shipped and we also have distributors in different countries shop spedy weightloss rixari skin secrets x phyna,14,Spam,2.1676830469496977e-11
that advert is top notch ! ca n't get enough of it . wow ambassador extraordinary ! congratulations phyna ! phyna x spedy weightloss congratulations phyna,14,Spam,3.0079302937302543e-10
if are n't in this class where are ? shop spedy weightloss rixari skin secrets x phyna shop spedy weightloss rixari skin secrets x phyna,14,Spam,7.558288439568627e-10
still struggling ? slim down swiftly and safely . call sws ( swift weightloss system ) clinic for confidential consultation with tests call on 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm .,11,Spam,7.433199300521667e-08
phyna is the game changer ! ! ! ! she is choking you in the throat and also holding your nose yall ca n't breathe i love it mhen phyna x spedy weightloss congratulations phyna,14,Spam,3.5827767419505114e-08
it a great day ! ! phyna x spedy weightloss congratulations phyna,14,Spam,1.1160162497026328e-20
weightloss should be effortless and sustainable . do n't allow anyone to do monthly contributions on your head switch from controlling the number of calories to controlling your hormones with caloric sources . calories and calories are not the same,11,Spam,2.8839417964832137e-08
before after spedy weightloss at you cover use it and you will see how it works congratulations phyna phyna x spedy weightloss,14,Spam,5.2129880273588106e-12
"i mean if i wasnt a phynation , ill be pissed too phyna x spedy weightloss congratulations phyna",14,Spam,1.0935204158195669e-13
best phyna x spedy weightloss congratulations phyna,14,Spam,2.364273525659715e-28
we are doing well darling more energy congratulations phyna phyna x spedy weightloss,14,Spam,1.2525476443068238e-19
still struggling ? slim down swiftly and safely . call sws ( swift weightloss system ) clinic for confidential consultation with tests call on 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm .,11,Spam,1.0215163825932905e-07
congratulations phyna phyna x spedy weightloss phynation i have been corrected its spedy with one e not speedy,14,Spam,2.01537788194206e-13
"one small step for man we have created an entirely new way for you to earn , an entirely new mechanism of value creation . everyone has an equal right to earn from , and contribute to , the new economy .",11,Spam,3.224806421897597e-09
4 phyna x spedy weightloss congratulations phyna,14,Spam,2.364273525659715e-28
were paying attention mama shop spedy weightloss rixari skin secret x phyna,14,Spam,6.261552380577842e-20
i suggest all ladies in support of ama governor do a nude protest on twitter to gain international recognition . let the hypocrites in ghana see we are not scared of any moral police . we need to support her and get her justice .,11,Spam,2.638067719828996e-08
let come and speedily burn those body fats phyna x spedy weightloss congratulations phyna,14,Spam,2.624116011527703e-16
"discount up to 27 % off key nutrients keto electrolytes , gluten and carb free , keynutrients electrolytes powder",11,Spam,1.130057202328172e-12
"noting warms my heart dan seeing destiny etiko under phyna comment section on ig . during d show , she was dere after phyna won she.was dere even after d show she is stil dere i luv her so much 4 loving . phyna x spedy weightloss congratulations phyna",14,Spam,1.6163030522875488e-06
"fit father programme for the busy father by men health experts lose belly fat and gain fitness for confidential consultation with tests call 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm aculaser weightloss clinic , 3rd parklands avenue , nairobi , kenya .",11,Spam,1.2033242455800064e-06
"a few months ago , i asked for 'niche ' pokemon girls and /giantesshug suggested elesa ( bw2 ) and she gorgeous . i could 've had her cat walking on the road , but that boring . have her try to capture a plane between her belt and midriff !",12,Spam,2.2478870960185304e-06
attention payed mami shop spedy weightloss rixari skin secrets x phyna,14,Spam,5.712771423147812e-19
"t-minus 2 days until it a new year , new you ! self-care can be quite challenging but thankfully , there are books to help ! some of our favorites include love yourself well , 12 weeks to a sharper you & ; the noom mindset . shop these titles and more here",12,Spam,1.083598817785969e-06
ghe gheits going shop spedy weightloss rixari skin secrets x phyna,14,Spam,4.222487366203514e-18
"hey its time to loose some weight , your favorite speedy weightloss is here lose that weight without stress and without sports congratulations phyna another one in the bag phyna x speedy weightloss congratulations phyna",14,Spam,1.0673750772127732e-08
"fit father programme for the busy father by men health experts lose belly fat and gain fitness for confidential consultation with tests call 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm aculaser weightloss clinic , 3rd parklands avenue , nairobi , kenya .",11,Spam,9.301709269493584e-07
"dem get fanbase , odogwu phynation phyna x spedy weightloss congratulations phyna",14,Spam,7.6080631671279265e-16
this girl can go for miss world and still win beauty intelligence wisdom elegance phyna once said phyna x spedy weightloss,14,Spam,1.5466465863025674e-14
"fit father programme for the busy father by men health experts lose belly fat and gain fitness for confidential consultation with tests call 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm aculaser weightloss clinic , 3rd parklands avenue , nairobi , kenya .",11,Spam,1.4025098380443524e-06
happy birthday to me celebrate with me phyna x spedy weightloss,14,Spam,1.3526719426404093e-23
looking for a way to save money ? try using free invoicing software ! it a great way to keep your finances in check . avis shop spedy weightloss martha mr president mastodon,14,Spam,6.48607834108361e-10
"fit father programme for the busy father by men health experts lose belly fat and gain fitness for confidential consultation with tests call 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm aculaser weightloss clinic , 3rd parklands avenue , nairobi , kenya .",11,Spam,1.9974540919065475e-06
shop spedy weightloss shop rixari skin secrets,14,Spam,1.7843690860569186e-27
"happening now priscilia hart , founder of fresh meal prep is live on to discuss fitness and nutrition . she also talking about what diet fads may be harmful to our health . tune in",11,Spam,5.683843395942745e-10
i add volume or yi clear ? if brands dont talk about fav like this get at ! ! ! ! ! they gon cry phyna x spedy weightloss congratulations phyna,14,Spam,2.6942672537444423e-09
still struggling ? slim down swiftly and safely . call sws ( swift weightloss system ) clinic for confidential consultation with tests call on 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm .,11,Spam,1.854473339335528e-07
still struggling ? slim down swiftly and safely . call sws ( swift weightloss system ) clinic for confidential consultation with tests call on 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm .,11,Spam,1.512693899030637e-07
phyna x spedy weightloss,14,Spam,8.185987659821712e-39
that stomach is about to be snatched babyeee phyna x spedy weightloss congratulations phyna,14,Spam,1.6636929804685108e-17
"i have a feeling will experience a great valentine this year .... it going to be a battle of the `` god whens '' and i am going to be here for it . shop from rixari , beunique and spedy weightloss or else i will play this song for you that day .",14,Spam,1.975088707695249e-06
"please y'all keep me in your thoughts today as i have come down with keto-acidosis ( diabetic sickness , google it ) and probably wo n't post much or answer dms today . love you all",12,Spam,2.3021401673872788e-08
"fit father programme for the busy father by men health experts lose belly fat and gain fitness for confidential consultation with tests call 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm aculaser weightloss clinic , 3rd parklands avenue , nairobi , kenya .",11,Spam,1.0184148777625524e-06
congratulations phyna trending no 1 burkina faso no 1 equatorial guinea no 1 dominica no 1 gabon phyna x spedy weightloss congratulations phyna,14,Spam,1.1740258071268883e-11
congratulations phyna more wins babygirl phyna x spedy weightloss congratulations phyna,14,Spam,9.095404012055184e-19
"sukura melumelu fans dey cry for deals o , but na phyna body them wan use shine say na cheap deal she dey sigh .whereas sukura sign igbeke fellow influencer deal . fvck smellos phyna x spedy weightloss congratulations phyna",14,Spam,1.4807947081862949e-06
phyna truly and really appreciates her bigbrother so cute yass queen big brother is really proud of you and your successes phynaaaa weldoneee in big brothers voice phyna x spedy weightloss congratulations phyna,14,Spam,9.15709321702707e-08
focused phyna shop spedy weightloss rixari skin secrets x phyna,14,Spam,3.1573209331336305e-21
check out this free app it pays to walk ....,11,Spam,1.987890962558062e-27
armand deontae connelly . if you love huge boobs you are in the right place . 1670044630 .,12,Spam,1.906501588273389e-14
been taking it easy this week but do have some darnell midriff under way,12,Spam,1.2697642455343789e-21
"one thing about that throwback of phyna is that the pic was used for campaign check her previous pictures she looked hot as hell , fresh and chubby so try again and yes she has leveled up shop spedy weightloss rixari skin care x phyna",14,Spam,3.995745885276847e-07
"the body is bodying , with rixari skin care secrets no skin is a wright off , get beautiful body like phyna use the spedy weightloss , look stomach right now . cruise debate with phyna phyna the hype priestess",14,Spam,4.107281981191591e-08
"gender inequality impacts every area of life , including well-being . here how it impacts",11,Spam,1.3169361586697758e-20
"maki microwave burner really disappoint the whole world god abeg ooo , amaka disappoint us congratulations phyna phyna x speedy weightloss original fake",14,Spam,1.063848120708144e-09
from grass to grace .... so many reason to know that indeed there is a god who never forgets his children rixari skin secrets x phyna shop spedy weightloss,14,Spam,8.604499335262972e-10
10000 phyna x spedy weightloss congratulations phyna,14,Spam,1.0384982806090134e-25
"gon na try to double up today with midriff + thighs prompts . i can also probably get away with non fully-nsfw pics for both , so maybe youtube stream today ? i wonder how far we can push our luck",12,Spam,4.5546613591795904e-08
they dragged phyna stomach yesterday she don sign weight loss deal o my girl say the speedy is speedying phyna please phyna x spedy weightloss congratulations phyna,14,Spam,3.0079302937302543e-10
"these people dont learn ? for every time they drag her something good happens the next day , shouldnt that be enough reason to show that god doesnt sleep ? yall better open space again today and drag oo . phyna x spedy weightloss congratulations phyna",14,Spam,9.68889253272209e-07
already paying attention siiiinnnnce shop spedy weightloss rixari skin care x phyna,14,Spam,1.368955723459985e-16
"my love you do n't even have to say it .. everyone is taking notes authenticity at its peak .. you lead , others follow .. shop spedy weightloss rixari skin secret x phyna",14,Spam,1.17002381117004e-08
commission victory with a tweener at match point ( sore lose for kashra versus fritzie by keto,12,Spam,5.267840835784343e-16
"just wondering , if you wake up in the morning and you see people dragging phyna in your tl . my dear you are friend with enemies no no in fact you are phyna enemy . ca n't your phone mute negative energy . congratulations phyna phyna x spedy weightloss",14,Spam,1.845272322498204e-06
this nights space banter is so funny . as for phynation its celebrations only phyna x spedy weightloss congratulations phyna,14,Spam,2.413941713619999e-13
"fit father programme for the busy father by men health experts lose belly fat and gain fitness for confidential consultation with tests call 0734-290686 / 0725-786247 mon-sat 8.00am to 5.00pm aculaser weightloss clinic , 3rd parklands avenue , nairobi , kenya .",11,Spam,1.7355223462800495e-06
congratulations phyna use the new tag please phyna x spedy weightloss congratulations phyna,14,Spam,3.492853113060356e-19
"hello everyone , phynation , the spedy weightloss sales discount ends on tuesday 22/11/2022 . , kindly order yours with promo code phyna . thank you . why i love phyna see phyna body now , you will never regret purchasing spedy weightloss .",14,Spam,6.947099677745427e-07
jillian michaels warns against using diabetes drug like ozempic for weight loss read more,11,Spam,1.4222197817564298e-22
gh phynation you do n't need to stress about delivery fee from nigeria phyna x spedy weightloss congratulations phyna,14,Spam,2.192752706839385e-12
`` by this time last year winner was signing his 10th deal by now '' now that phyna is announcing hers 1 by 1 you guys came with another `` she signing cheap deals '' excuse weeeeeeh las las y'all gon cryyyyy phyna x spedy weightloss congratulations phyna,14,Spam,2.8060162549081724e-06
006 shop spedy weightloss rixari skin secrets x phyna,14,Spam,1.2153851224640397e-22
5 phyna x spedy weightloss congratulations phyna,14,Spam,2.364273525659715e-28
